song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Besame Mucho,7,181960,0.701,0.707,0.408,0,5,0.105,-12.776,0,0.0366,126.399,4,0.843
Mais Que Nada,52,159466,0.491,0.66,0.504,2.65E-05,0,0.15,-13.087,0,0.0496,88.953,4,0.914
El Cantante,58,622520,0.422,0.489,0.679,6.92E-06,7,0.13,-4.899,0,0.0326,95.813,4,0.658
Chan Chan,7,257213,0.83,0.507,0.423,0.00916,2,0.0973,-14.187,0,0.0332,82.809,4,0.701
Amigo,41,208866,0.259,0.613,0.489,0,11,0.0696,-13.509,0,0.0503,145.278,4,0.898
The Girl From Ipanema - Stereo Version,50,325506,0.888,0.66,0.124,0.000764,5,0.111,-19.2,0,0.0496,129.919,4,0.362
Oye Mi Amor,63,263306,0.0102,0.543,0.903,0.00585,11,0.0862,-6.658,0,0.039,162.241,4,0.962
Latinoamérica,68,301426,0.59,0.691,0.805,0,2,0.0975,-6.81,0,0.0947,142.503,3,0.866
"Soy un Truhán, Soy un Señor",50,183546,0.565,0.576,0.698,0,0,0.386,-5.181,1,0.0321,98.855,4,0.708
Mediterraneo,60,205226,0.599,0.545,0.59,0,9,0.0916,-7.257,0,0.0813,100.835,3,0.583
Gracias a la Vida,52,278040,0.811,0.649,0.144,2.42E-06,0,0.089,-16.809,1,0.0522,119.193,4,0.264
La Cumparsita,42,193800,0.908,0.57,0.301,0.574,7,0.123,-13.846,1,0.0518,118.337,4,0.431
Paloma negra,50,195533,0.853,0.39,0.263,0,2,0.219,-6.851,1,0.0394,80.332,1,0.446
El Rey,40,128386,0.386,0.337,0.55,0,9,0.298,-5.814,1,0.0502,183.117,4,0.851
Feliz Navidad,57,182226,0.548,0.514,0.83,0,2,0.321,-8.666,1,0.0391,148.806,4,0.964
All Along the Watchtower,78,240800,0.00255,0.438,0.805,5.69E-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564
My Generation - Stereo Version,69,198706,0.328,0.397,0.785,0.00495,2,0.0621,-9.168,0,0.0545,96.333,4,0.646
(I Can't Get No) Satisfaction,48,222746,0.00038,0.735,0.82,0.0572,2,0.0983,-8.554,1,0.0494,135.586,4,0.859
"Hello, I Love You",63,133200,0.029,0.597,0.554,0,11,0.0766,-14.144,0,0.0425,117.835,4,0.963
Whole Lotta Love,77,333893,0.0484,0.412,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,4,0.422
Hey Jude - Remastered 2015,77,425653,0.0112,0.386,0.607,1.38E-05,10,0.088,-7.7,1,0.0261,147.207,4,0.532
White Room,71,303200,0.23,0.547,0.58,0.00877,2,0.0569,-13.415,0,0.0293,109.827,4,0.505
You Really Got Me - Mono Mix,71,134253,0.493,0.573,0.939,0,8,0.0994,-6.441,1,0.0808,137.382,4,0.963
Surfin' U.S.A. - Remastered,70,149373,0.661,0.55,0.854,0,3,0.112,-5.968,1,0.036,159.231,4,0.965
"Oh, Pretty Woman",71,178933,0.715,0.619,0.603,0,9,0.0721,-9.481,1,0.0342,127.432,4,0.958
Back In The U.S.S.R. - 2018 Mix,61,163466,0.00102,0.51,0.893,5.85E-05,9,0.201,-9.267,1,0.0342,142.657,4,0.934
For What It's Worth,75,153693,0.406,0.653,0.519,0.0209,2,0.101,-10.164,1,0.0497,98.883,4,0.822
Fortunate Son,81,140773,0.201,0.64,0.663,0.00806,0,0.152,-7.516,1,0.0374,132.77,4,0.663
Born To Be Wild - Single Version,67,212893,0.273,0.439,0.737,0.28,2,0.228,-12.054,1,0.115,145.942,4,0.533
House Of The Rising Sun,70,271280,0.000385,0.295,0.584,0.218,9,0.0996,-6.696,0,0.0345,117.2,3,0.228
Louie Louie,68,165381,0.102,0.623,0.709,0,1,0.0967,-9.818,0,0.0636,122.394,4,0.948
I Heard It Through The Grapevine - Single Version (Mono),61,193493,0.255,0.735,0.52,0,11,0.106,-6.18,1,0.0371,118.441,4,0.688
Crimson And Clover - Single Version,56,208666,0.255,0.412,0.59,0.0325,11,0.177,-12.277,1,0.0701,85.824,4,0.653
Evil Ways,59,238266,0.22,0.704,0.528,0.35,5,0.14,-13.382,1,0.0358,117.472,4,0.73
Purple Haze,71,170813,0.00876,0.533,0.905,0.578,2,0.0698,-5.27,1,0.0754,108.9,4,0.486
California Dreamin' - Single Version,73,162373,0.352,0.552,0.616,0,1,0.0501,-9.785,0,0.0346,112.442,4,0.667
Like a Rolling Stone,72,369600,0.729,0.483,0.721,0,0,0.189,-6.836,1,0.032,95.261,4,0.562
Suite: Judy Blue Eyes - Remastered,64,444053,0.469,0.451,0.364,0,9,0.197,-13.126,1,0.0436,154.206,4,0.298
Turn! Turn! Turn! (To Everything There Is a Season),65,229360,0.135,0.452,0.818,2.72E-05,2,0.052,-8.124,1,0.0439,124.474,4,0.755
I Saw Her Standing There - Remastered 2009,68,173946,0.27,0.491,0.801,0,4,0.0665,-9.835,1,0.0361,160.109,4,0.971
Light My Fire,71,429760,0.369,0.413,0.725,2.16E-05,3,0.0905,-5.787,0,0.0324,124.618,4,0.44
Pinball Wizard,69,180943,0.0192,0.537,0.716,0,2,0.245,-8.766,1,0.038,122.873,4,0.452
The Sounds of Silence,54,184880,0.165,0.436,0.375,0,6,0.294,-13.856,1,0.0284,107.386,4,0.49
Green Onions,66,176333,0.767,0.816,0.514,0.949,10,0.0899,-8.741,1,0.0339,136.837,4,0.912
Sweet Caroline - Single Version,58,201800,0.505,0.556,0.161,4.36E-05,11,0.28,-13.944,1,0.0297,126.534,4,0.588
Good Lovin' - Single Version,52,150906,0.00206,0.252,0.507,0.00057,2,0.325,-13.337,1,0.0442,196.494,4,0.816
The Twist,60,153760,0.202,0.533,0.638,0,4,0.0729,-7.13,1,0.0341,156.663,4,0.937
Sunshine Of Your Love,72,250000,0.475,0.684,0.481,6.57E-05,2,0.118,-12.59,1,0.0384,115.078,4,0.784
Hit the Road Jack,13,120173,0.714,0.599,0.704,0,8,0.521,-8.566,0,0.243,173.043,4,0.95
Proud Mary,30,187213,0.13,0.699,0.641,0.000218,2,0.0601,-7.564,1,0.0289,120.745,4,0.728
Dazed And Confused,63,386373,0.044,0.271,0.553,0.0096,2,0.0999,-9.526,1,0.0472,86.762,3,0.433
Summertime Blues,37,226906,0.462,0.456,0.514,0.00037,7,0.268,-9.733,0,0.053,138.377,4,0.657
I Want To Hold Your Hand - Remastered 2015,74,145746,0.386,0.49,0.715,0,7,0.311,-5.549,1,0.0476,130.726,4,0.866
Runaround Sue,64,171600,0.451,0.364,0.607,0,2,0.251,-9.791,1,0.125,79.987,4,0.598
All Day and All of the Night - 2014 Remastered Version,38,142480,0.498,0.551,0.954,0,7,0.0884,-2.844,1,0.0814,136.862,4,0.685
River Deep - Mountain High,51,214880,0.792,0.36,0.757,0.0125,3,0.147,-6.832,1,0.0405,83.865,4,0.341
Summer in the City - Remastered,63,160306,0.0592,0.423,0.681,0.000177,10,0.0889,-9.756,1,0.0397,110.461,4,0.559
Jumpin' Jack Flash - Mono / Remastered,21,219466,0.047,0.6,0.897,0.727,3,0.0672,-7.275,1,0.0477,137.375,4,0.676
Foxey Lady,62,198773,0.0751,0.507,0.847,0.237,1,0.372,-5.987,0,0.0411,98.096,4,0.566
Somebody to Love,69,174840,0.408,0.504,0.578,0,4,0.321,-9.302,1,0.031,132.411,4,0.654
Time Has Come Today,53,290933,0.0252,0.528,0.514,0.0894,2,0.0725,-11.909,1,0.133,122.872,4,0.44
Heart Full of Soul,63,147893,0.229,0.494,0.666,5.69E-05,9,0.0469,-9.743,0,0.0351,140.832,4,0.699
Do You Believe in Magic?,66,125826,0.218,0.552,0.742,0,0,0.339,-7.963,1,0.0454,138.591,4,0.751
"Paint It, Black - Mono",67,204480,0.0103,0.505,0.836,0.0771,5,0.295,-7.384,0,0.101,159.669,4,0.764
Good Vibrations - Remastered,70,219026,0.326,0.396,0.473,0.000124,10,0.109,-7.67,0,0.0345,133.449,4,0.385
Psychotic Reaction,55,185523,0.000242,0.346,0.75,0.0119,11,0.271,-6.619,1,0.103,165.036,4,0.667
Yesterday - Remastered 2009,74,125666,0.879,0.332,0.179,0,5,0.0886,-11.83,1,0.0326,96.529,4,0.315
Nights In White Satin - Single Version / Mono Mix,66,269106,0.465,0.195,0.483,0.497,4,0.0686,-4.991,0,0.03,84.71,4,0.173
Space Oddity - 2015 Remastered Version,72,318813,0.0748,0.299,0.443,0.000138,0,0.177,-12.621,1,0.0346,139.539,4,0.434
Magic Carpet Ride,68,271573,0.142,0.64,0.651,0.28,4,0.0341,-14.981,0,0.0517,111.676,4,0.801
Needles and Pins - Mono,58,131360,0.0546,0.565,0.953,2.95E-05,9,0.0637,-6.504,1,0.0393,124.287,4,0.887
The Weight - Remastered,55,278626,0.225,0.63,0.519,4.30E-06,9,0.0974,-10.997,1,0.0528,143.942,4,0.502
Bring It On Home to Me,71,162533,0.778,0.523,0.402,0,0,0.432,-8.233,1,0.0305,70.863,4,0.675
Bad Moon Rising,71,141600,0.0543,0.641,0.774,1.05E-05,2,0.0473,-5.916,1,0.0278,89.787,4,0.942
Crying,59,166466,0.758,0.35,0.293,8.21E-06,2,0.104,-9.502,1,0.0258,96.685,4,0.162
Revolution - Remastered,67,205293,0.0734,0.407,0.834,0.00021,6,0.241,-9.224,1,0.208,121.38,4,0.71
Shop Around,54,170760,0.8,0.558,0.686,0,7,0.815,-4.495,1,0.0289,132.075,4,0.886
I Fought The Law,57,138360,0.105,0.593,0.804,2.22E-06,7,0.047,-5.497,1,0.0319,148.959,4,0.962
The Times They Are A-Changin',70,192053,0.887,0.389,0.396,0,7,0.0828,-7.999,1,0.0332,171.86,3,0.585
Honky Tonk Women,57,179386,0.381,0.562,0.768,0.03,7,0.168,-6.613,1,0.0606,119.544,4,0.966
The End - Remastered,49,710826,0.285,0.351,0.228,0.00116,0,0.123,-17.271,1,0.0307,104.551,4,0.0329
She Loves You - Mono / Remastered,67,140920,0.26,0.377,0.916,0,4,0.074,-3.199,0,0.0481,75.533,4,0.912
Heartbreaker,64,254133,0.0746,0.403,0.709,0.494,9,0.132,-9.366,1,0.0885,97.161,4,0.654
Brown Eyed Girl,80,183306,0.182,0.491,0.583,0,7,0.407,-10.964,1,0.0376,150.572,4,0.907
Gimme Shelter,75,270773,0.447,0.634,0.63,0.039,1,0.17,-8.277,0,0.031,118.628,4,0.489
Touch Me,63,190253,0.405,0.425,0.903,0.0128,1,0.117,-4.801,1,0.0732,108.748,4,0.769
Surf City - Remastered 1990 / Stereo Remix,47,163026,0.595,0.469,0.647,1.65E-06,8,0.339,-13.913,1,0.0315,147.878,4,0.942
White Rabbit,70,150640,0.486,0.551,0.293,0.000273,2,0.0864,-12.503,1,0.0272,106.798,4,0.322
Green River,60,154120,0.0356,0.704,0.773,0.00498,9,0.082,-9.621,1,0.0279,141.655,4,0.972
I Get Around (Mono) - Mono,66,134386,0.36,0.39,0.625,0,9,0.0663,-7.813,0,0.0537,144.338,4,0.514
Mr. Tambourine Man,61,149466,0.513,0.456,0.47,3.76E-05,2,0.444,-9.564,1,0.0294,120.336,4,0.639
With A Little Help From My Friends - Remastered 2009,67,164106,0.365,0.705,0.515,0,4,0.389,-9.343,1,0.0337,112.035,4,0.803
Hush - 2014 Remastered Version,38,252040,0.0176,0.585,0.676,0.732,5,0.129,-11.267,1,0.0471,109.309,4,0.474
For Your Love,53,149733,0.387,0.338,0.668,1.59E-05,2,0.111,-8.641,1,0.0421,127.097,5,0.561
Street Fighting Man,58,194733,0.0154,0.57,0.754,0.0133,0,0.184,-9.948,1,0.031,127.957,4,0.708
Blowin' In the Wind,68,165426,0.914,0.38,0.0993,2.32E-05,2,0.0605,-20.567,1,0.0509,174.874,4,0.44
In My Room - Remastered,50,134133,0.184,0.341,0.416,6.28E-05,11,0.0917,-9.574,1,0.0265,102.886,3,0.499
I'm A Man,14,176160,0.038,0.55,0.929,0,9,0.135,-5.765,1,0.0815,129.011,4,0.643
Gloria - Stereo Version,52,156106,0.528,0.646,0.813,0.00786,9,0.178,-6.733,1,0.0434,129.378,4,0.711
Itchycoo Park,49,172746,0.395,0.601,0.596,2.34E-06,9,0.451,-8.029,1,0.0734,128.168,4,0.503
Wild Thing,54,158250,0.721,0.421,0.664,0.00244,11,0.0851,-10.657,0,0.0665,201.583,4,0.574
Care Of Cell 44,52,235826,0.265,0.421,0.58,0.0136,7,0.0973,-7.011,1,0.0285,129.959,4,0.403
See Emily Play - 2016 Remastered Version,33,174573,0.211,0.438,0.754,0,2,0.124,-7.035,1,0.0381,123.744,4,0.435
Alone Again Or - 2015 Remastered Version,58,197274,0.664,0.318,0.303,0.000223,11,0.113,-15.572,0,0.0302,174.254,4,0.226
Psychotic Reaction - Rarities Version,8,189848,0.000288,0.355,0.761,0.0141,11,0.189,-6.309,1,0.0978,165.209,4,0.685
Slip Inside This House - Stereo LP Version,43,482278,0.101,0.555,0.694,0,9,0.123,-8.453,0,0.0426,127.423,4,0.602
I Had Too Much To Dream (Last Night),49,178266,0.354,0.341,0.714,0,2,0.31,-7.998,0,0.0404,147.604,4,0.412
96 Tears,30,177426,0.0586,0.68,0.507,6.49E-06,7,0.0754,-5.929,1,0.0336,123.47,4,0.854
Have Love Will Travel,55,160400,0.727,0.506,0.948,0,10,0.0904,-5.626,1,0.105,130.195,4,0.934
Kick out the Jams,40,181760,0.0565,0.329,0.806,0.21,1,0.355,-11.925,1,0.0596,142.625,4,0.619
I Hate You,42,213706,0.441,0.65,0.798,0.000706,9,0.137,-8.126,0,0.0541,110.646,4,0.464
I Wanna Be Your Dog,62,188560,0.0229,0.527,0.871,0.155,4,0.419,-8.708,1,0.0354,120.722,4,0.107
I'm Waiting For The Man - Album Version (Stereo),16,279520,0.025,0.682,0.621,0.852,7,0.153,-9.653,1,0.0451,125.91,4,0.861
Eight Miles High,56,214640,0.21,0.364,0.768,0.136,9,0.503,-10.492,1,0.0757,130.602,4,0.37
Wipe Out,42,166092,0.111,0.46,0.955,0.54,11,0.952,-6.684,1,0.0487,160.073,4,0.726
More Than Words,69,334106,0.468,0.615,0.129,0,6,0.114,-14.892,1,0.0286,91.769,4,0.249
Free Fallin',73,256000,0.219,0.63,0.449,0,5,0.0622,-13.243,1,0.0252,84.378,4,0.623
Landslide,77,199493,0.883,0.414,0.161,0.000223,7,0.117,-22.32,0,0.0318,159.375,4,0.423
Lean on Me,69,258834,0.782,0.619,0.22,1.19E-05,0,0.124,-13.843,1,0.0667,75.16,4,0.423
Hotel California - Remastered,83,391376,0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609
Fast Car,79,296800,0.313,0.711,0.292,0,4,0.131,-15.523,0,0.037,103.951,4,0.194
You're So Vain,74,258411,0.157,0.659,0.678,6.69E-06,0,0.0784,-8.18,1,0.0313,106.186,4,0.647
Dust in the Wind,76,206266,0.367,0.475,0.322,0.00056,7,0.11,-10.687,1,0.0283,93.503,4,0.387
Ooh La La,64,214080,0.579,0.601,0.574,1.14E-05,2,0.216,-8.166,1,0.03,147.964,4,0.8
You've Got A Friend,53,268706,0.681,0.695,0.282,0.0267,9,0.0767,-15.359,1,0.0295,91.681,4,0.445
Redemption Song,71,233560,0.578,0.684,0.248,0,0,0.0643,-10.505,1,0.0435,116.002,4,0.621
Crazy Love,54,155453,0.841,0.575,0.188,4.37E-05,9,0.228,-18.758,1,0.0959,77.464,4,0.334
I'm on Fire,72,155880,0.589,0.62,0.446,0.0299,1,0.0727,-14.451,0,0.0347,88.591,4,0.868
Heart Of Gold,70,187013,0.189,0.541,0.459,0.0274,4,0.099,-10.433,0,0.0297,171.165,4,0.803
Wildflowers - Remastered,13,216573,0.762,0.609,0.368,6.28E-06,10,0.335,-13.338,1,0.0294,90.373,4,0.618
"Rocket Man (I Think It's Going To Be A Long, Long Time)",80,281613,0.386,0.602,0.522,1.44E-05,10,0.0941,-9.031,1,0.0285,136.637,4,0.36
In The Air Tonight - 2015 Remastered,77,336453,0.551,0.446,0.239,4.10E-06,0,0.0697,-13.945,1,0.0316,189.507,4,0.298
Wicked Game - Remastered,65,286880,0.743,0.664,0.553,0.00978,9,0.0838,-7.723,1,0.0264,112.52,4,0.287
Hallelujah,64,277160,0.715,0.28,0.344,0.00642,0,0.133,-12.577,1,0.0293,171.143,3,0.232
My Sweet Lord,78,281226,0.0794,0.538,0.704,0,1,0.0867,-8.904,0,0.0332,120.963,4,0.583
A Horse with No Name,77,252239,0.686,0.654,0.506,0.0155,11,0.155,-17.18,0,0.0535,123.179,4,0.831
Jolene,76,161533,0.566,0.674,0.537,0,1,0.131,-10.971,0,0.0363,110.578,4,0.809
Let It Be - Remastered 2009,78,243026,0.631,0.443,0.403,0,0,0.111,-8.339,1,0.0322,143.462,4,0.41
Maggie May,34,350266,0.559,0.605,0.574,0.113,2,0.0684,-10.536,1,0.0377,129.449,4,0.543
Me and Julio Down by the Schoolyard,71,164813,0.237,0.626,0.816,1.80E-06,9,0.104,-10.593,1,0.13,105.33,4,0.798
Where You Lead,62,200146,0.763,0.784,0.459,1.28E-06,0,0.0684,-10.446,1,0.0304,106.957,4,0.931
Me and Bobby McGee,69,271333,0.302,0.453,0.464,5.96E-05,2,0.152,-10.96,1,0.0431,93.19,4,0.658
If You Could Read My Mind,60,229560,0.68,0.603,0.252,6.96E-05,2,0.147,-12.402,1,0.0337,122.631,4,0.179
Pink Moon,64,123173,0.851,0.456,0.26,0.166,3,0.142,-15.435,1,0.0548,82.321,4,0.491
Walkin' Back to Georgia,59,170759,0.621,0.661,0.518,1.78E-05,6,0.0953,-10.061,0,0.0319,127.266,4,0.776
Going To California,55,212160,0.943,0.503,0.265,0.045,2,0.0867,-15.913,1,0.0333,78.044,4,0.522
"My My, Hey Hey (Out of the Blue)",67,227705,0.856,0.502,0.4,0.000375,7,0.333,-13.697,0,0.0294,127.182,4,0.435
I Walk the Line,71,176533,0.877,0.713,0.258,0.00606,9,0.0967,-14.59,1,0.0384,98.805,4,0.56
Across The Universe - Remastered 2009,66,228133,0.361,0.257,0.412,8.68E-05,1,0.0702,-11.788,1,0.0287,152.126,4,0.858
Wild World,75,200160,0.354,0.483,0.503,0.000284,0,0.116,-9.396,1,0.0341,151.862,4,0.598
California,62,230226,0.905,0.464,0.328,0,4,0.135,-9.005,1,0.0407,70.859,3,0.784
"Dreams (Sessions, Roughs & Outtakes) - 2004 Remastered Edition",49,261546,0.405,0.872,0.316,0.0126,0,0.0849,-14.415,1,0.0436,119.528,4,0.57
Tangled up in Blue,63,341626,0.414,0.421,0.661,1.16E-06,9,0.0962,-13.126,1,0.0433,100.965,4,0.554
Imagine - Remastered 2010,77,187866,0.907,0.547,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.169
Maybe I’m Amazed - Remastered 2011,65,229826,0.387,0.471,0.494,0.0944,7,0.617,-10.407,1,0.0312,79.255,4,0.373
Tom's Diner,46,129106,0.589,0.712,0.167,0,1,0.157,-22.047,0,0.891,96.637,4,0.376
Easy,58,260893,0.233,0.575,0.432,0.00135,10,0.0743,-13.642,0,0.0314,132.145,4,0.348
Up Where We Belong,62,233240,0.597,0.573,0.429,8.18E-05,2,0.0839,-8.68,1,0.0294,139.097,4,0.361
Life On Mars? - 2015 Remastered Version,71,235986,0.639,0.442,0.384,7.70E-05,10,0.0539,-14.635,1,0.0414,123.281,4,0.216
Personal Jesus - Acoustic Version,45,207866,0.918,0.667,0.266,0.284,9,0.136,-16.339,0,0.0362,138.178,4,0.349
Wuthering Heights,66,269066,0.366,0.481,0.392,0.0452,1,0.124,-11.381,1,0.0312,124.572,4,0.52
Stuck In The Middle With You - Remastered,63,201334,0.119,0.837,0.496,0.357,7,0.115,-11.821,1,0.0402,125.017,4,0.964
Just The Two Of Us (feat. Bill Withers),65,237106,0.576,0.803,0.488,0.0609,1,0.0763,-9.303,1,0.0803,95.771,4,0.624
(You Make Me Feel Like) A Natural Woman,62,229066,0.953,0.624,0.158,0.00135,9,0.112,-13.059,1,0.0289,85.492,3,0.303
Cecilia,68,174826,0.357,0.755,0.876,5.17E-06,0,0.22,-8.867,1,0.0362,102.762,4,0.954
Our House,67,179760,0.896,0.593,0.205,5.46E-05,9,0.119,-14.601,1,0.0479,140.279,4,0.377
And It Stoned Me,50,272160,0.35,0.593,0.468,3.52E-05,7,0.0919,-11.165,1,0.0285,75.798,4,0.597
Famous Blue Raincoat,58,310773,0.948,0.474,0.0404,0.000263,9,0.111,-22.208,0,0.0387,119.415,3,0.18
All Things Must Pass,59,226866,0.494,0.508,0.56,0.00611,9,0.106,-8.244,1,0.0304,122.514,4,0.386
Stand By Me - Remastered,63,211666,0.29,0.632,0.556,0.0215,9,0.0779,-10.138,1,0.0288,104.996,4,0.633
"Baby, I Love Your Way",50,309760,0.614,0.749,0.246,0.000138,0,0.0967,-12.847,1,0.0383,132.153,4,0.308
Solsbury Hill,21,262600,0.378,0.678,0.622,0.000953,11,0.363,-8.875,1,0.0301,102.229,1,0.471
Boulder To Birmingham - Remastered,48,213026,0.78,0.476,0.318,2.00E-06,10,0.104,-10.953,1,0.0304,126.495,4,0.311
Something On Your Mind,53,203333,0.55,0.41,0.598,0.00274,2,0.092,-8.515,1,0.0405,76.445,4,0.262
You're The Inspiration - 2006 Remastered Version,72,229240,0.368,0.583,0.602,0,11,0.22,-6.364,1,0.0274,74.008,4,0.388
Ripple,44,250333,0.345,0.6,0.363,0.000333,7,0.25,-15.469,1,0.037,125.761,4,0.75
You Are So Beautiful,53,159640,0.83,0.387,0.194,0.00145,1,0.131,-10.829,1,0.031,121.7,4,0.0862
Blue Bayou,63,239399,0.739,0.732,0.161,0.000379,11,0.105,-12.817,1,0.0306,95.21,4,0.5
Bohemian Rhapsody - Remastered 2011,59,354320,0.288,0.392,0.402,0,0,0.243,-9.961,0,0.0536,143.883,4,0.228
Stairway To Heaven,80,482830,0.58,0.338,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.433,4,0.197
Hotel California - Remastered,83,391376,0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609
London Calling - Remastered,71,200480,0.123,0.651,0.801,0,0,0.0825,-7.34,1,0.0513,133.763,4,0.776
Riders On The Storm,74,434720,0.25,0.549,0.722,0.0138,11,0.11,-11.729,0,0.0283,103.885,4,0.716
Rock And Roll All Nite,74,168826,0.0551,0.657,0.932,0,1,0.047,-5.819,1,0.0992,144.751,4,0.888
Who Are You,63,381626,0.299,0.653,0.631,0.00265,9,0.0627,-11.334,1,0.0461,156.32,4,0.516
Changes - 2015 Remastered Version,65,217746,0.505,0.547,0.308,0,0,0.109,-11.75,1,0.0377,114.719,4,0.41
Who'll Stop The Rain,66,147493,0.0424,0.598,0.797,0.000407,7,0.0717,-6.793,1,0.0332,123.566,4,0.622
Me and Bobby McGee,69,271333,0.302,0.453,0.464,5.96E-05,2,0.152,-10.96,1,0.0431,93.19,4,0.658
Wild Horses,68,341773,0.669,0.371,0.404,0.00453,7,0.0805,-6.452,1,0.0255,74.386,4,0.153
Imagine - Remastered 2010,77,187866,0.907,0.547,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.169
Let It Be - Remastered 2009,78,243026,0.631,0.443,0.403,0,0,0.111,-8.339,1,0.0322,143.462,4,0.41
Dream On,79,266960,0.388,0.307,0.433,9.08E-05,1,0.332,-10.057,1,0.029,160.9,4,0.224
Roxanne - Remastered 2003,68,191946,0.026,0.608,0.746,2.39E-06,0,0.043,-8.851,1,0.354,134.03,4,0.745
Highway to Hell,83,208400,0.0591,0.573,0.913,0.00173,6,0.156,-4.793,0,0.132,115.715,4,0.422
Bang a Gong (Get It On) - Remastered Version,62,267000,0.157,0.729,0.818,0.285,2,0.195,-9.992,1,0.0732,125.811,4,0.907
Smoke On the Water,63,342173,0.0983,0.632,0.586,0.581,0,0.0535,-11.333,1,0.0284,114.243,4,0.89
Black Magic Woman,64,196466,0.676,0.489,0.349,0.0789,2,0.0866,-14.295,0,0.0323,124.348,4,0.622
Message In A Bottle - Remastered 2003,67,290280,0.0338,0.582,0.81,1.68E-05,1,0.202,-7.024,0,0.0396,151.006,4,0.875
Free Bird,71,547106,0.0765,0.252,0.844,0.00018,0,0.084,-8.121,1,0.0572,118.158,4,0.351
Cocaine,69,221640,0.0607,0.699,0.502,0.0337,9,0.317,-12.526,1,0.0278,105.266,4,0.676
Lola - Coca Cola Version,67,241040,0.582,0.474,0.917,0.231,9,0.201,-4.19,1,0.0395,152.113,4,0.902
Black Dog,72,295386,0.396,0.437,0.864,0.0314,4,0.242,-7.842,0,0.0904,81.394,4,0.749
Blitzkrieg Bop - 2016 Remastered Version,70,134466,0.000269,0.385,0.783,0.47,9,0.108,-2.533,1,0.233,176.701,4,0.902
I Want You to Want Me,66,191226,0.78,0.806,0.462,0.0134,2,0.15,-12.778,1,0.0298,92.726,4,0.736
Black Diamond,52,313466,0.0889,0.321,0.627,0.00878,8,0.0699,-9.509,0,0.0542,132.855,4,0.141
Blinded By The Light,63,428133,0.291,0.456,0.696,0.000207,5,0.0853,-10,1,0.0653,142.156,4,0.508
American Girl,72,214733,0.448,0.55,0.824,0.000127,2,0.366,-5.988,1,0.0334,114.512,4,0.777
Brain Damage,67,226666,0.0726,0.322,0.265,0.34,2,0.366,-13.398,1,0.0302,133.577,4,0.207
Comfortably Numb,75,382296,0.15,0.472,0.366,0.308,11,0.0837,-12.595,0,0.0286,127.167,4,0.171
Born to Run,71,269920,0.00501,0.27,0.944,2.05E-05,4,0.116,-4.199,1,0.0975,146.347,4,0.606
Layla - 40th Anniversary Version / 2010 Remastered,74,423840,0.584,0.394,0.918,0.332,1,0.309,-3.743,1,0.0709,115.646,4,0.479
Just What I Needed,69,225626,0.0152,0.619,0.579,6.40E-05,4,0.0858,-9.307,1,0.0473,127.224,4,0.69
Anarchy In The U.K.,54,211973,0.0422,0.323,0.978,0.00019,5,0.201,-3.841,1,0.118,134.222,4,0.168
American Pie,74,515866,0.6,0.527,0.509,0,7,0.144,-10.893,1,0.0628,138.317,4,0.497
Aqualung,64,396186,0.0667,0.48,0.47,0.0171,7,0.067,-11.919,0,0.044,122.569,4,0.701
Won't Get Fooled Again - Original Album Version,47,511293,0.233,0.685,0.806,0.728,2,0.105,-12.151,1,0.0497,134.889,4,0.31
Iron Man - Remastered Version,67,355303,0.00349,0.336,0.792,0.00178,9,0.0437,-10.875,1,0.0848,155.588,4,0.425
The Boys Are Back in Town,74,266720,0.234,0.445,0.706,0.000252,8,0.205,-9.803,1,0.0461,80.823,4,0.768
Walk This Way,71,220400,0.0114,0.653,0.73,1.03E-05,5,0.0754,-10.613,1,0.043,108.705,4,0.894
Maggie May - Remastered Version,53,345680,0.717,0.62,0.559,0.433,2,0.133,-10.568,1,0.0369,129.401,4,0.527
The Joker,75,264503,0.394,0.424,0.446,3.78E-06,5,0.16,-9.618,1,0.0525,165.158,4,0.794
We Will Rock You - Remastered,71,122066,0.688,0.692,0.488,0,11,0.4,-7.282,0,0.104,81.4,4,0.51
Walk On the Wild Side,74,254173,0.683,0.575,0.318,0.000202,0,0.0934,-16.729,1,0.109,104.522,4,0.385
Brown Sugar,69,228666,0.215,0.641,0.927,0.00029,0,0.045,-3.532,1,0.0351,128.606,4,0.966
American Woman - Remastered,65,307493,0.146,0.55,0.726,0.00608,2,0.428,-8.51,1,0.0516,92.697,4,0.37
(Don't Fear) The Reaper,76,308120,0.0029,0.333,0.927,0.000211,9,0.297,-8.55,0,0.0733,141.47,4,0.382
Heart of Gold,60,187013,0.212,0.542,0.444,0.0519,4,0.102,-11.567,0,0.0295,171.719,4,0.827
